BillID,BarName,Date,Time,ItemName,Price,Quantity,TipTotal,
3T-D5E8E5C301C8984A,33 Taps,6/7,21:32,Tröegs Nugget Nectar,11.75,1,14.1,
3T-D5E8E5C301C8984A,33 Taps,6/7,21:32,coriander,15.25,1,18.3,
3T-D5E8E5C301C8984A,33 Taps,6/7,21:32,raw sugar,13.25,3,47.7,
3T-D5E8E5C301C8984A,33 Taps,6/7,21:32,Cappuccino Latte,22.25,1,26.7,
3T-D5E8E5C301C8984A,33 Taps,6/7,21:32,swordfish,4.75,3,17.1,
3T-D5E8E5C301C8984A,33 Taps,6/7,21:32,apricots,10.75,2,25.8,
3T-318E65C72ECF428B,33 Taps,3/27,06:36,Foothills Brewing Sexual Chocolate,24.0,1,28.8,
3T-318E65C72ECF428B,33 Taps,3/27,06:36,oranges,24.0,1,28.8,
3T-318E65C72ECF428B,33 Taps,3/27,06:36,sparkling water,6.75,1,8.1,
3T-318E65C72ECF428B,33 Taps,3/27,06:36,aquavit,19.0,2,45.6,
3T-318E65C72ECF428B,33 Taps,3/27,06:36,beer,26.25,2,63.0,
3T-A972D59079A7D016,33 Taps,5/25,22:13,Brooklyn Brewery Lager,14.99,1,17.99,
3T-A972D59079A7D016,33 Taps,5/25,22:13,Tröegs Nugget Nectar,11.75,1,14.1,
3T-A972D59079A7D016,33 Taps,5/25,22:13,chutney,22.99,2,55.18,
3T-A972D59079A7D016,33 Taps,5/25,22:13,tomato juice,18.25,1,21.9,
3T-FFC30E6AAA4B577F,33 Taps,3/6,09:57,Dark Horse Plead the 5th,18.25,1,21.9,
3T-FFC30E6AAA4B577F,33 Taps,3/6,09:57,Three Floyds Dark Lord,9.75,2,23.4,
3T-FFC30E6AAA4B577F,33 Taps,3/6,09:57,Breckenridge Vanilla Porter,28.5,1,34.2,
3T-FFC30E6AAA4B577F,33 Taps,3/6,09:57,Founders Red’s Rye,8.99,3,32.36,
3T-FFC30E6AAA4B577F,33 Taps,3/6,09:57,Deschutes Black Butte Porter,14.25,3,51.3,
3T-FFC30E6AAA4B577F,33 Taps,3/6,09:57,balsamic vinegar,13.75,2,33.0,
3T-FFC30E6AAA4B577F,33 Taps,3/6,09:57,coca cola,6.75,1,8.1,
3T-FFC30E6AAA4B577F,33 Taps,3/6,09:57,feta cheese,13.99,3,50.36,
3T-FFC30E6AAA4B577F,33 Taps,3/6,09:57,sazon,26.25,3,94.5,
3T-DC7D1220E710A020,33 Taps,2/28,11:43,Dark Horse Plead the 5th,18.25,3,65.7,
3T-DC7D1220E710A020,33 Taps,2/28,11:43,Terrapin Wake n Bake,19.99,2,47.98,
3T-DC7D1220E710A020,33 Taps,2/28,11:43,Foothills Brewing Sexual Chocolate,24.0,3,86.4,
3T-DC7D1220E710A020,33 Taps,2/28,11:43,Lost Abbey Duck Duck Gooze,19.5,3,70.2,
3T-DC7D1220E710A020,33 Taps,2/28,11:43,gorgonzola,24.25,3,87.3,
3T-DC7D1220E710A020,33 Taps,2/28,11:43,ketchup,9.0,1,10.8,
3T-1E0376F34BBC9879,33 Taps,10/21,03:10,Brooklyn Brewery Lager,14.99,3,53.96,
3T-1E0376F34BBC9879,33 Taps,10/21,03:10,Terrapin Wake n Bake,19.99,1,23.99,
3T-1E0376F34BBC9879,33 Taps,10/21,03:10,gorgonzola,27.75,2,66.6,
3T-1E0376F34BBC9879,33 Taps,10/21,03:10,hazelnuts,23.25,3,83.7,
3T-1E0376F34BBC9879,33 Taps,10/21,03:10,water,0.75,1,0.9,
3T-1E0376F34BBC9879,33 Taps,10/21,03:10,onions,29.5,3,106.2,
3T-74E4B60941455CBE,33 Taps,5/1,08:47,Dark Horse Plead the 5th,18.25,1,21.9,
3T-74E4B60941455CBE,33 Taps,5/1,08:47,french fries,9.25,2,22.2,
3T-74E4B60941455CBE,33 Taps,5/1,08:47,jack cheese,10.99,3,39.56,
3T-696D50F835B28469,33 Taps,3/9,12:30,Sam Adams Boston Lager,26.0,2,62.4,
3T-696D50F835B28469,33 Taps,3/9,12:30,anchovies,19.5,2,46.8,
3T-67BEC716D39D0409,33 Taps,7/12,07:29,Sam Adams Boston Lager,26.0,1,31.2,
3T-67BEC716D39D0409,33 Taps,7/12,07:29,Breckenridge Vanilla Porter,28.5,1,34.2,
3T-67BEC716D39D0409,33 Taps,7/12,07:29,Westbrook Gose,17.99,1,21.59,
3T-67BEC716D39D0409,33 Taps,7/12,07:29,Terrapin Wake n Bake,19.99,3,71.96,
3T-67BEC716D39D0409,33 Taps,7/12,07:29,Tröegs Nugget Nectar,11.75,3,42.3,
3T-67BEC716D39D0409,33 Taps,7/12,07:29,beans,27.25,3,98.1,
3T-B10E5963C88A9F90,33 Taps,10/27,24:58,Westbrook Gose,17.99,2,43.18,
3T-B10E5963C88A9F90,33 Taps,10/27,24:58,horseradish,1.75,1,2.1,
3T-B10E5963C88A9F90,33 Taps,10/27,24:58,rice paper,9.5,3,34.2,
3T-B10E5963C88A9F90,33 Taps,10/27,24:58,sauerkraut,9.0,3,32.4,
3T-92F675E0126CB0B0,33 Taps,4/2,03:06,Lost Abbey Duck Duck Gooze,19.5,3,70.2,
3T-92F675E0126CB0B0,33 Taps,4/2,03:06,Westbrook Gose,17.99,2,43.18,
3T-92F675E0126CB0B0,33 Taps,4/2,03:06,red pepper flakes,15.0,1,18.0,
3T-92F675E0126CB0B0,33 Taps,4/2,03:06,cream of tartar,1.75,2,4.2,
3T-92F675E0126CB0B0,33 Taps,4/2,03:06,dried leeks,7.75,2,18.6,
3T-92F675E0126CB0B0,33 Taps,4/2,03:06,wild rice,14.99,3,53.96,
3T-393651DF826A424F,33 Taps,6/12,03:20,Foothills Brewing Sexual Chocolate,24.0,2,57.6,
3T-393651DF826A424F,33 Taps,6/12,03:20,Dark Horse Plead the 5th,18.25,3,65.7,
3T-393651DF826A424F,33 Taps,6/12,03:20,Sam Adams Boston Lager,26.0,3,93.6,
3T-393651DF826A424F,33 Taps,6/12,03:20,Deschutes Black Butte Porter,14.25,1,17.1,
3T-393651DF826A424F,33 Taps,6/12,03:20,parsnips,23.0,3,82.8,
3T-393651DF826A424F,33 Taps,6/12,03:20,Havarti cheese,6.25,3,22.5,
3T-393651DF826A424F,33 Taps,6/12,03:20,chili sauce,16.75,3,60.3,
3T-393651DF826A424F,33 Taps,6/12,03:20,aioli,15.99,3,57.56,
3T-393651DF826A424F,33 Taps,6/12,03:20,angelica,25.75,2,61.8,
3T-797BEE8EEF001CA1,33 Taps,9/23,02:11,Terrapin Wake n Bake,19.99,2,47.98,
3T-797BEE8EEF001CA1,33 Taps,9/23,02:11,Left Hand Milk Stout Nitro,8.25,1,9.9,
3T-797BEE8EEF001CA1,33 Taps,9/23,02:11,Brooklyn Brewery Lager,14.99,1,17.99,
3T-797BEE8EEF001CA1,33 Taps,9/23,02:11,Deschutes Black Butte Porter,14.25,2,34.2,
3T-797BEE8EEF001CA1,33 Taps,9/23,02:11,Breckenridge Vanilla Porter,28.5,2,68.4,
3T-797BEE8EEF001CA1,33 Taps,9/23,02:11,paprika,13.99,1,16.79,
3T-797BEE8EEF001CA1,33 Taps,9/23,02:11,cinnamon,1.99,1,2.39,
3T-797BEE8EEF001CA1,33 Taps,9/23,02:11,melons,2.75,1,3.3,
3T-797BEE8EEF001CA1,33 Taps,9/23,02:11,green tea,7.0,3,25.2,
3T-797BEE8EEF001CA1,33 Taps,9/23,02:11,cherries,2.0,3,7.2,
3T-342310BC0F036A42,33 Taps,12/2,08:41,Three Floyds Dark Lord,9.75,3,35.1,
3T-342310BC0F036A42,33 Taps,12/2,08:41,Foothills Brewing Sexual Chocolate,24.0,3,86.4,
3T-342310BC0F036A42,33 Taps,12/2,08:41,Westbrook Gose,17.99,2,43.18,
3T-342310BC0F036A42,33 Taps,12/2,08:41,Terrapin Wake n Bake,19.99,3,71.96,
3T-342310BC0F036A42,33 Taps,12/2,08:41,Breckenridge Vanilla Porter,28.5,2,68.4,
3T-342310BC0F036A42,33 Taps,12/2,08:41,cashew nut,1.99,2,4.78,
3T-342310BC0F036A42,33 Taps,12/2,08:41,baking soda,23.0,1,27.6,
3T-342310BC0F036A42,33 Taps,12/2,08:41,gelatin,13.75,2,33.0,
3T-342310BC0F036A42,33 Taps,12/2,08:41,cactus,11.25,2,27.0,
3T-9530313BA5D0D8A9,33 Taps,8/26,08:06,Hill Farmstead Everett Porter,27.25,2,65.4,
3T-9530313BA5D0D8A9,33 Taps,8/26,08:06,Lost Abbey Duck Duck Gooze,19.5,1,23.4,
3T-9530313BA5D0D8A9,33 Taps,8/26,08:06,Terrapin Wake n Bake,19.99,1,23.99,
3T-9530313BA5D0D8A9,33 Taps,8/26,08:06,water,2.0,2,4.8,
3T-9530313BA5D0D8A9,33 Taps,8/26,08:06,dried leeks,7.5,3,27.0,
3T-9530313BA5D0D8A9,33 Taps,8/26,08:06,curry leaves,25.0,2,60.0,
3T-C9506BB438710935,33 Taps,2/16,02:48,Dark Horse Plead the 5th,18.25,2,43.8,
3T-C9506BB438710935,33 Taps,2/16,02:48,artichokes,24.99,1,29.99,
3T-1C0DED3B3C57DB5B,33 Taps,8/24,08:56,Westbrook Gose,17.99,3,64.76,
3T-1C0DED3B3C57DB5B,33 Taps,8/24,08:56,Left Hand Milk Stout Nitro,8.25,1,9.9,
3T-1C0DED3B3C57DB5B,33 Taps,8/24,08:56,ham,15.75,2,37.8,
3T-1C0DED3B3C57DB5B,33 Taps,8/24,08:56,pine nuts,1.25,3,4.5,
3T-1C0DED3B3C57DB5B,33 Taps,8/24,08:56,walnuts,3.0,2,7.2,
3T-1C0DED3B3C57DB5B,33 Taps,8/24,08:56,vermouth,24.75,2,59.4,
3T-1C0DED3B3C57DB5B,33 Taps,8/24,08:56,skim milk,23.0,2,55.2,
3T-69BA46F642E4504A,33 Taps,6/27,21:45,Foothills Brewing Sexual Chocolate,24.0,3,86.4,
3T-69BA46F642E4504A,33 Taps,6/27,21:45,Left Hand Milk Stout Nitro,8.25,1,9.9,
3T-69BA46F642E4504A,33 Taps,6/27,21:45,hazelnuts,25.99,1,31.19,
3T-69BA46F642E4504A,33 Taps,6/27,21:45,cauliflower,16.99,1,20.39,
3T-69BA46F642E4504A,33 Taps,6/27,21:45,pasta,0.0,1,0.0,
3T-69BA46F642E4504A,33 Taps,6/27,21:45,prawns,28.5,3,102.6,
3T-69BA46F642E4504A,33 Taps,6/27,21:45,onion powder,0.75,2,1.8,
3T-DED37E119B97789B,33 Taps,8/25,02:17,Hill Farmstead Everett Porter,27.25,3,98.1,
3T-DED37E119B97789B,33 Taps,8/25,02:17,Brooklyn Brewery Lager,14.99,1,17.99,
3T-DED37E119B97789B,33 Taps,8/25,02:17,Tröegs Nugget Nectar,11.75,3,42.3,
3T-DED37E119B97789B,33 Taps,8/25,02:17,Westbrook Gose,17.99,2,43.18,
3T-DED37E119B97789B,33 Taps,8/25,02:17,Foothills Brewing Sexual Chocolate,24.0,1,28.8,
3T-DED37E119B97789B,33 Taps,8/25,02:17,granola,24.0,3,86.4,
3T-39FC7BECB4A0273D,33 Taps,10/11,22:08,Breckenridge Vanilla Porter,28.5,1,34.2,
3T-39FC7BECB4A0273D,33 Taps,10/11,22:08,Sam Adams Boston Lager,26.0,2,62.4,
3T-39FC7BECB4A0273D,33 Taps,10/11,22:08,Founders Red’s Rye,8.99,1,10.79,
3T-39FC7BECB4A0273D,33 Taps,10/11,22:08,Tröegs Nugget Nectar,11.75,1,14.1,
3T-39FC7BECB4A0273D,33 Taps,10/11,22:08,fish sauce,5.0,3,18.0,
3T-39FC7BECB4A0273D,33 Taps,10/11,22:08,chocolate milkshake,1.99,3,7.16,
3T-39FC7BECB4A0273D,33 Taps,10/11,22:08,cactus,15.75,1,18.9,
3T-39FC7BECB4A0273D,33 Taps,10/11,22:08,peaches,13.0,3,46.8,
3T-39FC7BECB4A0273D,33 Taps,10/11,22:08,hash browns,2.75,2,6.6,
3T-43C72AE5E9BDD723,33 Taps,1/2,04:50,Sam Adams Boston Lager,26.0,2,62.4,
3T-43C72AE5E9BDD723,33 Taps,1/2,04:50,Terrapin Wake n Bake,19.99,3,71.96,
3T-43C72AE5E9BDD723,33 Taps,1/2,04:50,Breckenridge Vanilla Porter,28.5,1,34.2,
3T-43C72AE5E9BDD723,33 Taps,1/2,04:50,Westbrook Gose,17.99,1,21.59,
3T-43C72AE5E9BDD723,33 Taps,1/2,04:50,pistachios,7.0,1,8.4,
3T-43C72AE5E9BDD723,33 Taps,1/2,04:50,corn flour,4.5,3,16.2,
3T-76C46588E32A4A11,33 Taps,8/27,06:55,Terrapin Wake n Bake,19.99,2,47.98,
3T-76C46588E32A4A11,33 Taps,8/27,06:55,Tröegs Nugget Nectar,11.75,2,28.2,
3T-76C46588E32A4A11,33 Taps,8/27,06:55,basil,8.75,3,31.5,
3T-76C46588E32A4A11,33 Taps,8/27,06:55,poultry seasoning,24.75,3,89.1,
3T-76C46588E32A4A11,33 Taps,8/27,06:55,peas,10.0,1,12.0,
3T-0A13F3446B92DBCB,33 Taps,5/18,04:27,Deschutes Black Butte Porter,14.25,2,34.2,
3T-0A13F3446B92DBCB,33 Taps,5/18,04:27,Lost Abbey Duck Duck Gooze,19.5,2,46.8,
3T-0A13F3446B92DBCB,33 Taps,5/18,04:27,Breckenridge Vanilla Porter,28.5,3,102.6,
3T-0A13F3446B92DBCB,33 Taps,5/18,04:27,raisins,22.0,3,79.2,
3T-0A13F3446B92DBCB,33 Taps,5/18,04:27,salsa,22.25,1,26.7,
3T-5D9048BFBB572C51,33 Taps,1/10,08:15,Hill Farmstead Everett Porter,27.25,1,32.7,
3T-5D9048BFBB572C51,33 Taps,1/10,08:15,Westbrook Gose,17.99,2,43.18,
3T-5D9048BFBB572C51,33 Taps,1/10,08:15,dates,23.99,3,86.36,
3T-5D9048BFBB572C51,33 Taps,1/10,08:15,lettuce,13.25,1,15.9,
3T-5D9048BFBB572C51,33 Taps,1/10,08:15,ginger ale,0.25,2,0.6,
3T-5D9048BFBB572C51,33 Taps,1/10,08:15,rabbits,19.25,3,69.3,
3T-5D9048BFBB572C51,33 Taps,1/10,08:15,lentils,6.99,1,8.39,
3T-546A093E78AC45DE,33 Taps,4/22,12:08,Terrapin Wake n Bake,19.99,3,71.96,
3T-546A093E78AC45DE,33 Taps,4/22,12:08,Lost Abbey Duck Duck Gooze,19.5,3,70.2,
3T-546A093E78AC45DE,33 Taps,4/22,12:08,Founders Red’s Rye,8.99,2,21.58,
3T-546A093E78AC45DE,33 Taps,4/22,12:08,Left Hand Milk Stout Nitro,8.25,3,29.7,
3T-546A093E78AC45DE,33 Taps,4/22,12:08,Sam Adams Boston Lager,26.0,2,62.4,
3T-546A093E78AC45DE,33 Taps,4/22,12:08,celery seeds,25.0,1,30.0,
3T-546A093E78AC45DE,33 Taps,4/22,12:08,coriander,28.5,1,34.2,
3T-546A093E78AC45DE,33 Taps,4/22,12:08,won ton skins,4.25,1,5.1,
3T-546A093E78AC45DE,33 Taps,4/22,12:08,jelly beans,9.25,3,33.3,
3T-F41A7938309A7E31,33 Taps,10/25,24:54,Westbrook Gose,17.99,2,43.18,
3T-F41A7938309A7E31,33 Taps,10/25,24:54,duck,9.99,3,35.96,
3T-2764BB4A134F9284,33 Taps,3/13,04:18,Foothills Brewing Sexual Chocolate,24.0,3,86.4,
3T-2764BB4A134F9284,33 Taps,3/13,04:18,Brooklyn Brewery Lager,14.99,1,17.99,
3T-2764BB4A134F9284,33 Taps,3/13,04:18,Three Floyds Dark Lord,9.75,2,23.4,
3T-2764BB4A134F9284,33 Taps,3/13,04:18,peas,0.0,1,0.0,
3T-3A9944EA9A35A89C,33 Taps,9/1,07:08,Founders Red’s Rye,8.99,3,32.36,
3T-3A9944EA9A35A89C,33 Taps,9/1,07:08,Tröegs Nugget Nectar,11.75,2,28.2,
3T-3A9944EA9A35A89C,33 Taps,9/1,07:08,Westbrook Gose,17.99,1,21.59,
3T-3A9944EA9A35A89C,33 Taps,9/1,07:08,Breckenridge Vanilla Porter,28.5,2,68.4,
3T-3A9944EA9A35A89C,33 Taps,9/1,07:08,Lost Abbey Duck Duck Gooze,19.5,2,46.8,
3T-3A9944EA9A35A89C,33 Taps,9/1,07:08,bean threads,12.0,2,28.8,
3T-5B3430E233AE93B5,33 Taps,3/3,23:42,Terrapin Wake n Bake,19.99,2,47.98,
3T-5B3430E233AE93B5,33 Taps,3/3,23:42,Brooklyn Brewery Lager,14.99,3,53.96,
3T-5B3430E233AE93B5,33 Taps,3/3,23:42,Left Hand Milk Stout Nitro,8.25,1,9.9,
3T-5B3430E233AE93B5,33 Taps,3/3,23:42,red chile powder,12.25,2,29.4,
3T-3912521E1040482B,33 Taps,5/15,05:53,Founders Red’s Rye,8.99,3,32.36,
3T-3912521E1040482B,33 Taps,5/15,05:53,Lost Abbey Duck Duck Gooze,19.5,1,23.4,
3T-3912521E1040482B,33 Taps,5/15,05:53,apple butter,18.5,3,66.6,
3T-3912521E1040482B,33 Taps,5/15,05:53,jasmine tea,15.5,1,18.6,
3T-3912521E1040482B,33 Taps,5/15,05:53,cornstarch,23.25,3,83.7,
3T-3912521E1040482B,33 Taps,5/15,05:53,apple pie spice,23.75,3,85.5,
3T-3912521E1040482B,33 Taps,5/15,05:53,milk,12.75,1,15.3,
AS-5125380F76D50172,A.P. Stump's,5/23,14:10,Three Floyds Zombie Dust,6.99,3,25.16,
AS-5125380F76D50172,A.P. Stump's,5/23,14:10,date sugar,20.99,3,75.56,
AS-5125380F76D50172,A.P. Stump's,5/23,14:10,swordfish,16.99,2,40.78,
AS-5125380F76D50172,A.P. Stump's,5/23,14:10,wine vinegar,2.5,1,3.0,
AS-5125380F76D50172,A.P. Stump's,5/23,14:10,corn flour,20.99,1,25.19,
AS-23753B44E71601E2,A.P. Stump's,5/28,08:34,Jester King Boxer’s Revenge,4.99,2,11.98,
AS-23753B44E71601E2,A.P. Stump's,5/28,08:34,Alpine Great,24.0,2,57.6,
AS-23753B44E71601E2,A.P. Stump's,5/28,08:34,Schlafly Pumpkin Ale,0.99,1,1.19,
AS-23753B44E71601E2,A.P. Stump's,5/28,08:34,Russian River Supplication,1.75,2,4.2,
AS-23753B44E71601E2,A.P. Stump's,5/28,08:34,Founders Breakfast Stout,4.25,3,15.3,
AS-23753B44E71601E2,A.P. Stump's,5/28,08:34,alligator,0.75,2,1.8,
AS-23753B44E71601E2,A.P. Stump's,5/28,08:34,oatmeal,24.5,1,29.4,
AS-6FA16A202B4124B9,A.P. Stump's,10/15,16:01,Three Floyds Zombie Dust,6.99,3,25.16,
AS-6FA16A202B4124B9,A.P. Stump's,10/15,16:01,Boulevard Tank 7,27.0,1,32.4,
AS-6FA16A202B4124B9,A.P. Stump's,10/15,16:01,Foothills Brewing Sexual Chocolate,24.0,2,57.6,
AS-6FA16A202B4124B9,A.P. Stump's,10/15,16:01,flax seed,23.5,1,28.2,
AS-6FA16A202B4124B9,A.P. Stump's,10/15,16:01,half-and-half,9.0,1,10.8,
AS-6FA16A202B4124B9,A.P. Stump's,10/15,16:01,thyme,3.99,2,9.58,
AS-BEDEBEFB50FD2453,A.P. Stump's,3/29,14:45,Surly Brewing Darkness,28.25,1,33.9,
AS-BEDEBEFB50FD2453,A.P. Stump's,3/29,14:45,dumpling,15.0,2,36.0,
AS-BEDEBEFB50FD2453,A.P. Stump's,3/29,14:45,halibut,15.5,2,37.2,
AS-3CFAED47E09405F8,A.P. Stump's,1/3,08:19,Boulevard Tank 7,27.0,3,97.2,
AS-3CFAED47E09405F8,A.P. Stump's,1/3,08:19,Russian River Supplication,1.75,2,4.2,
AS-3CFAED47E09405F8,A.P. Stump's,1/3,08:19,mascarpone,24.0,3,86.4,
AS-3CFAED47E09405F8,A.P. Stump's,1/3,08:19,wine,3.75,3,13.5,
AS-32C6DEAA4846F1B4,A.P. Stump's,5/27,09:14,Founders Breakfast Stout,4.25,2,10.2,
AS-32C6DEAA4846F1B4,A.P. Stump's,5/27,09:14,Foothills Brewing Sexual Chocolate,24.0,3,86.4,
AS-32C6DEAA4846F1B4,A.P. Stump's,5/27,09:14,provolone,19.5,2,46.8,
AS-32C6DEAA4846F1B4,A.P. Stump's,5/27,09:14,chicken,5.5,1,6.6,
AS-32C6DEAA4846F1B4,A.P. Stump's,5/27,09:14,shitakes,1.5,3,5.4,
AS-6E9CE5A6C3B91BAE,A.P. Stump's,10/11,09:47,Alpine Great,24.0,1,28.8,
AS-6E9CE5A6C3B91BAE,A.P. Stump's,10/11,09:47,chickpeas,18.5,1,22.2,
AS-6E9CE5A6C3B91BAE,A.P. Stump's,10/11,09:47,succotash,16.25,3,58.5,
AS-6B3AD9D48FEC5A42,A.P. Stump's,8/15,11:57,Russian River Supplication,1.75,1,2.1,
AS-6B3AD9D48FEC5A42,A.P. Stump's,8/15,11:57,Stone Enjoy By… IPA,19.75,1,23.7,
AS-6B3AD9D48FEC5A42,A.P. Stump's,8/15,11:57,Founders Breakfast Stout,4.25,2,10.2,
AS-6B3AD9D48FEC5A42,A.P. Stump's,8/15,11:57,plantains,27.0,2,64.8,
AS-6B3AD9D48FEC5A42,A.P. Stump's,8/15,11:57,hot chocolate,15.25,2,36.6,
